frames_ids,AU1,AU2,AU4,AU6,AU12,AU15,AU20,AU25,EXPR,valence,arousal
259,0,0,1,0,0,0,0,0,0,-0.13499476435888363,0.04113403343791627
260,0,0,1,0,0,0,0,0,0,-0.13595061345442547,0.04071993897914097
261,0,0,1,0,0,0,0,0,0,-0.13627085319450616,0.040540967553265736
262,0,0,1,0,0,0,0,0,0,-0.13594335992820566,0.039842466590925996
263,0,0,1,0,0,0,0,0,0,-0.136604761275904,0.03961836959627501
264,0,0,1,0,0,0,0,0,0,-0.1363309332672017,0.03944638943740798
265,0,0,1,0,0,0,0,0,0,-0.13715971491642692,0.03991748638892246
266,0,0,1,0,0,0,0,0,0,-0.1359498971693316,0.03981386465755728
267,0,0,1,0,0,0,0,0,0,-0.13647031972160273,0.04003184542403011
268,0,0,1,0,0,0,0,0,0,-0.13609946577344093,0.03961642535011229
269,0,0,1,0,0,0,0,0,0,-0.13614338606988133,0.03953909263701026
270,0,0,1,0,0,0,0,0,0,-0.13593133529158022,0.039597615624140714
271,0,0,1,0,0,0,0,0,0,-0.13624518733520657,0.03965423846813403
272,0,0,1,0,0,0,0,0,0,-0.13539964556203865,0.039265321775976705
273,0,0,1,0,0,0,0,0,0,-0.13542608289954888,0.039736743869357924
274,0,0,1,0,0,0,0,0,0,-0.1353993393468524,0.03921190534081108
275,0,0,1,0,0,0,0,0,0,-0.13539467568166164,0.039560598627615066
276,0,0,1,0,0,0,0,0,0,-0.13554472559572844,0.039385682364043384
277,0,0,1,0,0,0,0,0,0,-0.13553032235512025,0.039605688181166526
278,0,0,1,0,0,0,0,0,0,-0.13544490119123737,0.03941186766238191
279,0,0,1,0,0,0,0,0,0,-0.13560888664429324,0.03961744522185696
280,0,0,1,0,0,0,0,0,0,-0.13545557392123894,0.03939980344454704
281,0,0,1,0,0,0,0,0,0,-0.13552001443397452,0.039616807535486735
282,0,0,1,0,0,0,0,0,0,-0.13553441924925308,0.03941354981476533
283,0,0,1,0,0,0,0,0,0,-0.13553032235512025,0.039605688181166526
284,0,0,1,0,0,0,0,0,0,-0.13544490119123737,0.03941186766238191
285,0,0,1,0,0,0,0,0,0,-0.13560888664429324,0.03961744522185696
286,0,0,1,0,0,0,0,0,0,-0.13545557392123894,0.03939980344454704
287,0,0,1,0,0,0,0,0,0,-0.13552001443397452,0.039616807535486735
288,0,0,1,0,0,0,0,0,0,-0.13553441924925308,0.03941354981476533
289,0,0,1,0,0,0,0,0,0,-0.13553032235512025,0.039605688181166526
290,0,0,1,0,0,0,0,0,0,-0.13544490119123737,0.03941186766238191
291,0,0,1,0,0,0,0,0,0,-0.13560888664429324,0.03961744522185696
292,0,0,1,0,0,0,0,0,0,-0.13545557392123894,0.03939980344454704
293,0,0,1,0,0,0,0,0,0,-0.13552001443397452,0.039616807535486735
294,0,0,1,0,0,0,0,0,0,-0.13553441924925308,0.03941354981476533
295,0,0,1,0,0,0,0,0,0,-0.13553032235512025,0.039605688181166526
296,0,0,1,0,0,0,0,0,0,-0.13544490119123737,0.03941186766238191
297,0,0,1,0,0,0,0,0,0,-0.13560888664429324,0.03961744522185696
298,0,0,1,0,0,0,0,0,0,-0.13545557392123894,0.03939980344454704
299,0,0,1,0,0,0,0,0,0,-0.13552001443397452,0.039616807535486735
300,0,0,1,0,0,0,0,0,0,-0.13553441924925308,0.03941354981476533
301,0,0,1,0,0,0,0,0,0,-0.13553032235512025,0.039605688181166526
302,0,0,1,0,0,0,0,0,0,-0.13544490119123737,0.03941186766238191
303,0,0,1,0,0,0,0,0,0,-0.13560888664429324,0.03961744522185696
304,0,0,1,0,0,0,0,0,0,-0.13545557392123894,0.03939980344454704
305,0,0,1,0,0,0,0,0,0,-0.13552001443397452,0.039616807535486735
306,0,0,1,0,0,0,0,0,0,-0.13553441924925308,0.03941354981476533
307,0,0,1,0,0,0,0,0,0,-0.13553032235512025,0.039605688181166526
308,0,0,1,0,0,0,0,0,0,-0.13544490119123737,0.03941186766238191
309,0,0,1,0,0,0,0,0,0,-0.13560888664429324,0.03961744522185696
310,0,0,1,0,0,0,0,0,0,-0.13545557392123894,0.03939980344454704
311,0,0,1,0,0,0,0,0,0,-0.13552001443397452,0.039616807535486735
312,0,0,1,0,0,0,0,0,0,-0.13553441924925308,0.03941354981476533
313,0,0,1,0,0,0,0,0,0,-0.13553032235512025,0.039605688181166526
314,0,0,1,0,0,0,0,0,0,-0.13544490119123737,0.03941186766238191
315,0,0,1,0,0,0,0,0,0,-0.13560888664429324,0.03961744522185696
316,0,0,1,0,0,0,0,0,0,-0.13545557392123894,0.03939980344454704
317,0,0,1,0,0,0,0,0,0,-0.13552001443397452,0.039616807535486735
318,0,0,1,0,0,0,0,0,0,-0.13553441924925308,0.03941354981476533
319,0,0,1,0,0,0,0,0,0,-0.13553032235512025,0.039605688181166526
320,0,0,1,0,0,0,0,0,0,-0.13544490119123737,0.03941186766238191
321,0,0,1,0,0,0,0,0,0,-0.13560888664429324,0.03961744522185696
322,0,0,1,0,0,0,0,0,0,-0.13545557392123894,0.03939980344454704
323,0,0,1,0,0,0,0,0,0,-0.13552001443397452,0.039616807535486735
324,0,0,1,0,0,0,0,0,0,-0.13553441924925308,0.03941354981476533
325,0,0,1,0,0,0,0,0,0,-0.13553032235512025,0.039605688181166526
326,0,0,1,0,0,0,0,0,0,-0.13544490119123737,0.03941186766238191
327,0,0,1,0,0,0,0,0,0,-0.13560888664429324,0.03961744522185696
328,0,0,1,0,0,0,0,0,0,-0.13545557392123894,0.03939980344454704
329,0,0,1,0,0,0,0,0,0,-0.13552001443397452,0.039616807535486735
330,0,0,1,0,0,0,0,0,0,-0.13553441924925308,0.03941354981476533
331,0,0,1,0,0,0,0,0,0,-0.13553032235512025,0.039605688181166526
332,0,0,1,0,0,0,0,0,0,-0.13544490119123737,0.03941186766238191
333,0,0,1,0,0,0,0,0,0,-0.13560888664429324,0.03961744522185696
334,0,0,1,0,0,0,0,0,0,-0.13545557392123894,0.03939980344454704
335,0,0,1,0,0,0,0,0,0,-0.13552001443397452,0.039616807535486735
336,0,0,1,0,0,0,0,0,0,-0.13553441924925308,0.03941354981476533
337,0,0,1,0,0,0,0,0,0,-0.13553032235512025,0.039605688181166526
338,0,0,1,0,0,0,0,0,0,-0.13544490119123737,0.03941186766238191
339,0,0,1,0,0,0,0,0,0,-0.13560888664429324,0.03961744522185696
340,0,0,1,0,0,0,0,0,0,-0.13545557392123894,0.03939980344454704
341,0,0,1,0,0,0,0,0,0,-0.13552001443397452,0.039616807535486735
342,0,0,1,0,0,0,0,0,0,-0.13553441924925308,0.03941354981476533
343,0,0,1,0,0,0,0,0,0,-0.13553032235512025,0.039605688181166526
344,0,0,1,0,0,0,0,0,0,-0.13544490119123737,0.03941186766238191
345,0,0,1,0,0,0,0,0,0,-0.13560888664429324,0.03961744522185696
346,0,0,1,0,0,0,0,0,0,-0.13545557392123894,0.03939980344454704
347,0,0,1,0,0,0,0,0,0,-0.13552001443397452,0.039616807535486735
348,0,0,1,0,0,0,0,0,0,-0.13553441924925308,0.03941354981476533
349,0,0,1,0,0,0,0,0,0,-0.13553032235512025,0.039605688181166526
350,0,0,1,0,0,0,0,0,0,-0.13544490119123737,0.03941186766238191
351,0,0,1,0,0,0,0,0,0,-0.13560888664429324,0.03961744522185696
